,Username,Time,Subject
3322,tlong,"May 28, 2005 6:39PM","I speak as a former owner of a 1998 A4 2.8, which I sold for a 2005 TL last November.

I bought the TL because my kids were getting too big for the A4's back seat. I also drove the G35.

The G35 interior was just too cheesy for me. The steering and power were great, but I found the G35 skittish on high speed corners where bumps existed.

The TL is second to none in features and has a very nice interior. It's power is great. I must say now that after 8000 miles on it, I still don't think its handling compares to my A4. It is pretty good compared to most cars, but I was spoiled by the A4. The TL is a little 'floaty' going around curves when bumps are present. I drive to work up a canyon road for a 2 mile stretch and it is a great spot where the handling differences come out.

I still really enjoy the TL and will keep it for many years, but when the kids are gone to college I'm going to get a bit better handling car.

Needless to say, cars like ES300 or SUVs, minivans are OUT for me from a handling perspective. I guess I'm now picky enough that I need near the cream of the crop!"
3323,frisconick,"May 28, 2005 6:43PM","Thanks Bryon! That's just the feedback I need. I love my wifes's AT TL, but I need to drive the MT TL to really get the feel of the car. But I have this weird anti-BMW thing that I don't understand. I test drove a 330i and loved it. Anyone know how the Mercedes C-class is?"
3324,voteforpedro,"May 28, 2005 6:48PM","Car is in good shape with 56,349 mi as of this morning. I realize this seems relatively cheap, however I am going through a divorce and dont want my wife to get it or any money from the sale. Please call me 813-655-1328 or stop by the shop at 612 sommerstone dr valrico fl if in the area.jo"
3325,pearl,"May 28, 2005 6:56PM","Lots of posts on various boards about problems with this marque's auto transmission at least in the 02-04 model years. Have they finally fixed it, or is this still and issue for the 05 models?"
3326,byronwalter,"May 28, 2005 6:58PM","You are most welcome, frisconick. The manual tran in the TL is very nice. You know, if you really have that 'anti-BMW thing' you might give the new Audi A4 with the two liter engine a drive. The A4 that I drove shifted great and the little two-liter engine hauls the hefty A4 around with authority. A nicely equipped A4 prices out slightly above the TL and well below the 330i. Since I'm not having much luck finding a left over '05 330i with the performance pack, I will probably end up in another A4.

But why, why, why can't Audi put a decent sport seat in the Audi? The TL & BMW seats are much sportier."
3327,frisconick,"May 28, 2005 7:47PM","Thanks Byron! If I like the manual TL, and I don't dectect torque steer or the torque steer is not a big deal, I will buy it on the spot, I love my wifes automatic TL. My next pick is the G35 coupe. Additionally, what I have read in CR, and my brother is a mechanic will verify, German cars are not as reliable as Japanese cars."
3328,laurasdada,"May 28, 2005 7:50PM","Thanks, Imac. You stated what i inferred. And it is the bottom line. Until you decide otherwise, the car you buy is the best car...for your needs, wants and desires.

Frisocnick, just because someone states a ""fact"" on the internet does not, in fact, make it a fact. And that's the fact, Jack!. Don't believe everything you read. Some wonderful posts all over the boards here, but you must do your own DD, drive all the cars that are on your list before you decide! You've got a TL, enjoy it for the fabulous car it is."
3329,frisconick,"May 28, 2005 8:01PM","Hi laurasdada,

We have exchanged posts before, and I really respect your common sense opions. However, I am a scientist and I know how CR tests cars and they follow the scientific method. Of course, it is often subjective judgements, but CR is the most objective of all because they are non-profit. C&D advertises which comprimises their credibility. It's not just an internet opinion, it's CR!"
3330,lmacmil,"May 28, 2005 8:34PM","""C&D advertises which compromises their credibility.""

I don't think that's necessarily the case. All the major car manufacturers advertise. When the car mags do a comparison test, something has to finish last, regardless of advertising dollars spent. I think if you looked back over the years, you'd find that the finish order changes and usually it's the newest model that finishes first, e.g., the new Infiniti M series is winning most of the comparisons lately.

Now if one manufacturer consistently won every comparison across all model lines, then I might believe the editorial opinions were influenced by advertising dollars.

Another thing that favors CR objectivity is that they buy the cars they test. I'm sure the manufacturer supplied cars that the car mags test are gone over with a fine tooth comb before being given to the magazines to evaluate. As long as they all do it, I guess the playing field is level."
3331,frisconick,"May 28, 2005 8:44PM","I would like to see ad dollars spent and rankings. I have also heard that some of ""experts"" at C&D getting free cars."
3332,fedlawman,"May 28, 2005 9:44PM","While you're at the Acura dealer, I recommend a test drive in a 6-speed TSX. It's almost as quick as an auto-trans TL, and it handles much sharper - with no torque steer (because it has no torque, ha ha)."
3333,rotoryfan,"May 29, 2005 1:14AM","""Lots of posts on various boards about problems with this marque's auto transmission at least in the 02-04 model years.""

""lots of posts"" ??? What is alot? A little balance/perspective - I own a '03 TL/auto. I have never had a problem of any type with any part of the car (although Acura checked out my tranny at my last oil change per a TSB).

The last time I checked, approx. 1.6 % of the TL population had transmission problems - and Acura did not shy away from their responsibility to repair/replace.

The TL is a great car (still amazed at the thoughfulness that Acura put into the little design details/ergonomics*, engine is flawless, etc.). All car manufacturers will occasionally have technical glitches (I believe the tranny thing was due to a supplier issue) but as long as they step up to the plate and meet their responsibilities - they will have my support and future loyality (i.e. cash).

P.S. *a small compliant I can muster is that the sunglass holder (between the visors) seems to be missing in the 04/05 models - if I am remembering correctly from test drive about a year ago.

Cheers"
3334,frisconick,"May 29, 2005 2:03AM","The TSX is not nearly as quick as the TL, and I know you are yanking my chain :P"
3335,frisconick,"May 29, 2005 2:13AM","I put more credence in CR professional drivers than I do with posters here. However I agree with you that you have to do your own test-drives and then make a choice. You have another excellent post laurasdada, and enjoy your new TL :shades:"
3336,kdshapiro,"May 29, 2005 12:49PM","wildcatjon, ""BMW 3-series 2006+"" #3078, 29 May 2005 12:21 am"
3337,armand,"May 29, 2005 1:27PM","I own a '05 325XiT and an '04 TL both with AT. I love both cars but they are different. Nothing handles like a BMW and it is a comfortable reasonably well equipped (after paying for some options). The TL does everything well and is extremely well equipped for no extra $'s - and is thousands less than the 325. The audio system is extra special. It does have a little torque steer but only when pushed very hard - not in ordinary driving. I have had no problems of any kind with the TL but had several with the BMW with under 1000 miles. I had the air mass monitor fail, the radio has a lot of static and just yesterday the blue tooth telephone connection stopped working. I know I will like the all wheel drive on my BMW in the winter. If I had to pick one I would have a problem. If the TL had all wheel dive it would be a easy pick."
3338,kasperghost,"May 29, 2005 3:15PM","Driving Impressions:

All MT

TSX:
Drive: Light, flickable, rev happy- happiness is high RPM's, tight tranny/clutch
Interior: Nice, well appointed- typical Acura
Exterior: Conservative- Classic, average rims

TL:
Drive: Nice drive, quite engine, lots of power, tranny smooth, I am sure the torque steer is there, but I live in a world of 8/10ths

Interior: Options galore, I felt a little on the claustrophobic side, it's 5 cf bigger than 330...?!?!, Liked the blue Instrument cluster , but it added this weird fuzzy look to the instruments, Windows seemed narrow, high sills, no 40/60 fold down, Limited interior/exterior color choices.

Exterior: Profile is great, Front/rear seem a bit slab sided, while this doesn't distract, I wonder if at year 5, I'll like it just as much, average rims.

G35:
Drive: Power- can you say, ""Slap me, Slap me again and call me Sally!""? Trans notchy, engine rough- not horrible mind you, but for an every day driver that I have to crank out a nice size check every month..., I like my engine noise, but not this much, gearing seemed short w/ a 6 speed and a 300 hp engine, Seemed to track very nice- had a point and shoot feel to it. Ride rougher than the 330 w/ sport pkg.

Interior: Much improved over last year- actually put real aluminum in there- what a concept. Seat controls- different...- wife loved them, nice shifter, open, good visibility, Instruments- blah- ugliest of the bunch, lots of options reasonably priced, cool back seat that reclines, no 40/60 fold down, Limited interior/exterior color choices. Can't put my finger on it, but interior seems 'off.' Wood package lame.

Exterior: Sexy beast, Cool 18 inch rims standard, back end good, but not great.

330:
Drive: Get out a fork and eat off of the flat torque curve- makes the engine have a more predictable feel, nice tranny- liked the stick shift- reminds me of the sticks they used to put in the Mustangs (1989), engine noise noticeable upon accel, but not at steady speed, new brake hold feature pretty slick (car holds brake on a hill until gas applied). Handling, well... it is a BMW. Steering wheel fatter, liked it when gripping in turns. Don't really know about rear wheel drive- I'm sure I'll like it- live in Denver too.

Interior: Clean, gauges easy to read, if you move the seat up a little, you can see a bit of the hood- I hate not seeing the hood, I feel like the front end doesn't exist, Sports seats are awesome, maybe I am just a Honda boy- but they need a clock up high for easy peaks, good visibility, vinyl as standard- cheap, start button worthless w/out comfort access. General comment: xenon lights and brake system outshine the other vehicles. ipod compatible-nice, line in for audio, a/c in console to keep favorite beverage cool for later, interior felt open but intimate, fit and finish- a cut above- I am a big fan of wood- warms the interior up, liked beverage holder placement- don't have to do the funky chicken to pull my drink from down low. Wide interior/exterior color choices. Why won't Acura do a blue/tan combo?

Exterior- classic, nice flowing lines, back end finally flows, muscular- but not over done, standard 16 inch wheels- lame- their option line up doesn't allow for 17's though. What happend to the sweet 17 inch rims they offered with the sport pkg from the e-46?

Kasperghost"
3339,lmacmil,"May 29, 2005 3:50PM","""I have also heard that some of ""experts"" at C&D getting free cars.""

Oh please! Do you really think these magazines would compromise their journalistic integrity by letting the road test editors get free cars? I think these stories get started when someone doesn't agree with their reviews and/or comparison test choices.

Let's face it, aside from the objective measurements, every review is an opinion. These guys have their own set of biases based on their experience just like we all do. The only difference is that they drive cars for a living so their opinions are formed with more driving experience than most of us have. They have days (or weeks) and many hundreds miles on which to base their opinions rather than the hour or less and probably less than 50 miles for our test drives."
3340,lmacmil,"May 29, 2005 3:50PM",Great review. Posts like this really give readers valuable information.
3341,esf,"May 29, 2005 4:48PM","Byron,

I haven't posted on this forum before, so I'm just sort of starting a new conversation. I think that you'd be happier in an A4, if you have one right now, than a new 3. I've seen two in person, driving, and they're not very impressive to look at. The 3 doesn't have as much presence as the old one, while the A4, from the back, looks like a little A8. After my '00 A6 2.7t's lease was up in April, I was taking delivery on a new convertible. I was pretty much completely sure of the S4 Cabriolet [which I have now, and am obsessed with], but I also checked out the M3 Convertible. It wasn't nearly as refined as the S4, and I am completely in love with my Sprint Blue S4 Cabriolet. I get so many admiring looks from people, the neighbors love it, and especially my family. Me, my wife, my son, and my daughter, [and also my son who can't drive yet, he's 12] fight over who gets the car next!"
3342,frisconick,"May 29, 2005 5:34PM","Oh please! Do you really think these magazines would compromise their journalistic integrity by letting the road test editors get free cars?

Yes!!!"
3343,frisconick,"May 29, 2005 6:05PM",Great post!!! I thought the TSX ride was much too rough for the price of the car. Especially considering the nice TL ride. I was very disappointed in the TSX.
3344,laurasdada,"May 29, 2005 10:28PM","Rotoryfan: The '05 TL has removable sun glass holder in each front door storage compartments, which are hinged. Nice.

Kasper: The Acura TL does come in Abyss Blue with the option of either Camel (tan-ish, but much brighter. Too much of a contrast for my taste) or Gray (which I chose)."
3345,kasperghost,"May 29, 2005 11:05PM",Missed that one- thanks for the catch.
3346,fedlawman,"May 29, 2005 11:25PM","I thought the ride in the TL was much too soft for a sport sedan, especially considering the tight TSX ride. I was very disappointed in the TL."
3347,frisconick,"May 30, 2005 6:47AM",lol :P
3348,ljwalters1,"May 30, 2005 5:52PM","""I thought the ride in the TL was much too soft for a sport sedan""

Funny, I've heard a lot of complaints that the ride was too harsh - I guess to each their own. FYI - don't know which model you drove, but the manual has a tighter suspension than the automatic, unless the automatic is an A-spec version. A 6MT w/ the sport tires rides even tighter.

I don't think the TL is intended to be a true sports sedan, like BMW or Infiniti G35. I think it intends to be a very sporty car that's 1 notch above entry-level luxury, and I think it does that very well."
3349,frisconick,"May 30, 2005 6:34PM","Very well put ljwalters1. However, the TL is a seriously quick car for a non-sports car. I test drove a 330i, 330Ci and the G35 coupe, and I am leaning towards the G35, just because it's not a BMW, tuff choice I admitt. I really loved the 330Ci I admitt."
3350,byronwalter,"May 30, 2005 7:57PM","The S4 Cab is a great looking car. Best of luck with it!

As of now I've driven the STi, TL, an '05 & '06 330i and the new A4 two liter with a stick. The A4 seems like a pretty good deal compared to the 330i (I guess that the two liter really should be compared to the 325). There was about a month between the A4 and Bimmer drive so I can't pretend to give any sort of objective comparison... other than to say that they are both great. Frankly I can live with the exterior of the 330 but it's the interior that seems wanting, especially compared to the Audi and the TL. For 40 big ones I expect not only excellent road manners but an interior commensurate with the price. Later this year I'll go back and give the A4 another spin and mostly likely buy one.

But my fav was actually the STi. That little car ducks and weaves like Ali and growls like a Tasmanian Devil in heat. Anyone that considers themselves a car enthusiast should consider taking one for a spin. But the Subie is a bit thirsty and frankly I feel that things are going to get nasty in the energy sector. I currently manage a little better than 26 mpg with my '02 A4 and guess that the new A4 2.0t can even do a little better which is pretty good for AWD.

Ah... the hard choices we must make...

Byron"
3351,frisconick,"May 30, 2005 11:38PM","Great post again Byron! I can't justify the price of the 330i when the G35 can get you OTD for 30,000, and the TL for about 34,000. Plus BMW dealers won't bargain. In addition 90% of my driving is highway so a TL automatic seems like the logical choice, but I am totally in love with the G35 coupe. Oh God, give me a sign"
3352,designman,"May 31, 2005 12:45AM","...I am totally in love with the G35 coupe. Oh God, give me a sign.

I think it's a Psalm which ends like this... ""Love never fails."""
3353,designman,"May 31, 2005 12:49AM","But my fav was actually the STi...
Ah... the hard choices we must make...

Read post above.

;-)"
3354,byronwalter,"May 31, 2005 12:58AM","You know, whenever I see a G35 I ""know"" that it is a great car and looks good but for some reason the looks just don't work for me. Now out of all the aforementioned cars the TL is the looker. Looks great from every angle. And all those bucks saved (vs a BMW) can buy stacks of my favorite things: high-fat ice cream, bacon, burritos, burgers, and memberships to exclusive gyms to work off all the burritos :P

BTW, apparently some BMW dealers will bargin... just not the ones in NE Ohio. But still the price is a bit much.

Byron"
3355,al57,"May 31, 2005 1:07AM","I am looking to possibly pick up a 2005 or wait until 2006 TL,Can someone give me some valid driving experiences in the snow (live in New York) especailly those without the Bridgestone tires and how long do the michelins last .i now own a 2000 Maxima SE which is terible in the snow.and dont want to experience the same problems .Also,if snow tires are needed must you buy for all 4 wheels and how much do you pay for a wide profile tire as those..all help is appreciated..The Maxima tire prices are out of control and last about 25K miles"
3356,frisconick,"May 31, 2005 3:20AM",Know doubt the TL is this best deal
3357,ljwalters1,"May 31, 2005 1:12PM","""Also,if snow tires are needed must you buy for all 4 wheels""

I don't have the experience to respond to most of your questions, but can tell you that if you need snow tires, you need them for all 4 tires. In fact, a website that sells tires (might be Tire Rack - not sure) will only sell snow tires as a set of 4."
3358,tstreet,"May 31, 2005 3:36PM","Not sure if it was a fair fight, seeing as the M35 is about 8-10k more, but I gave each of these cars an extensive road test. I have 2 friends with TLs and I have really fallen for them. However, after I tried Infiniti's M35, I never went back to the TL. At first glance the M35 is priced near 50k as seen on most dealer lots, but I soon realized that was with their ""sport"" edition. Turns out their base model rides much smoother, similar to the TL, and is only 40k. I opted for a couple packages and left the dealer at 44.6k Ultimately, the performance is pretty similar. They're both in that 270-280 HP range. I ended up making my decision on interior features and ""uniqueness"". One key factor was road noise - this was a hands down winner for the M35. As a frequent L.A. freeway driver, and as someone that often has passengers, this was important. Other things I preferred on the M35 - Standard 18"" wheels (19"" on the sport), more back seat leg room, and way more exterior color options. That said, the TL is probably still the best buy on the market, but I love my M35."
3359,fedlawman,"May 31, 2005 4:57PM","I don't think the M35 is an ""entry-level"" sedan."
3360,laurasdada,"May 31, 2005 6:29PM","Hi, Al:

I'm in the Boston area with an '05 non-nav TL, Bridgestone Turanza EL42 tires. They are the worst tires in the snow that I've experienced in almost 30 years of driving (at least that I remember!). I got through this past snowy winter with the aid of all the traction electronics, common snow-driving sense and luck! We took the wife's RX300 on our few ski trips, but if I was going to regularly take my TL to ME, NH, VT etc. I would definately buy four snows or at the very least upgrade to a much better snow performing all-season.

In addition, I believe these tires flat spot (maybe that 's a characteristic of low profile tires?) which is a bit annoying. Other than that, they seem ok. If you get a NAV model, or 6MT I think you'll get different tires which others would have to comment on, snow-wise.

Other than the tires, I'm really enjoying the TL. Applied three coats of Zaino on Sunday, the Abyss Blue looks great!"
3361,laurasdada,"May 31, 2005 6:39PM","TST, good post. It's funny, I bought my TL over the G35X because I found the TL to be much smoother, quieter ride and nicer interior style/materials. Not to mention the superior exterior style of the TL.

Probably a more apples to apples comparison would have been the RL to the M35. But luckily, we both made the right choice in our purchases! Congrats, enjoy the M. It really is a nice piece of work. Infiniti's on a roll!"
3362,billyperks,"May 31, 2005 8:12PM","always show the frontal and side views of the M and never a rear angle shot?

Hmmmmm."
3363,esfoad,"May 31, 2005 8:15PM","I bought the G35X over the TL for a couple of reasons. Nav was not important to me since I have an aftermarket Garmin that suits my purposes. I feel that the G35 has a roomier interior. I also liked the all wheel drive functionality for the winter but that it is all but off when you don't need it making the car feel like a rear driver. I grew up driving rear drive vehicles and I just prefer them. THe wife drives a Saab 9-3 Aero convertible and it's a great machine but the torque steer, while minimized, is still annoying. It's really splitting hairs here. These are both fabulous cars. It amazes me that the manufacturers have improved so much over the years. What a great time to be buying cars. I hope everyone enjoys their purchase, whatever it may be."
3364,aaargh,"May 31, 2005 8:23PM","I feel that the G35 has a roomier interior.

That's odd, because I came to the exact opposite conclusion. I think the G35 is taller and narrower and has a bit more rear-seat leg room than the TL. But the rear-seat head-room on the TL I found much better. I know you can recline the G's back seat, but I found it to be uncomfortable when reclined.

As far as space is concerned, the TL felt wider (roomier), more like a Grand Prix compared to the G35 which I felt was similar to a Grand Am. (The 2 Pontiacs were my last 2 cars before the TL).

I wish the TL had better storage compartments though."
3365,ljwalters1,"May 31, 2005 9:45PM","I agree with you regarding the TL feeling roomier than the G. I bet the measurements are similar, but some aspect just makes the G feel more closed-in to me. Maybe it's as simple as the fact that the G35 I drove had a black interior - that could've made it seem smaller.

Regardless I'm happy with the TL, and not sure what other storage space you would want, aaargh. We've got side door sill pockets that expand; a bi-level center console that's so deep they added a light to it; rear seatbacks; a little flip-out drawer in the back of the center console; closable/concealable cupholders; 2 drawers in the center-stack (maybe more if you don't have nav); and a decent-sized glove box. Only thing I can figure is you want a sunglass-holder in the roof or a drawer under the dash on the left side. Overall, I think there's a lot of storage space."
3366,esfoad,"June 1, 2005 2:07AM","I guess it's each to his/her own regarding space. They must be very similar. Once again, they are both great cars. The TL is on everybody's best buy list and the G35 is constantly compared to the BMW 3 series. I think either choice is a good one."
3367,dhanley,"June 1, 2005 3:03PM","> G35 can get you OTD for 30,000, and the TL for about 34,000. Plus BMW dealers won't bargain.

Au contraire. The dealer i spoke to seemed willing to sell me a 330i for $1500 over euro invoice. 330+metallic paint+winter package ( xenons, suroof, logic 7 sterio, etc standard ) - $500 CCA discount = $34,000

> In addition 90% of my driving is highway so a TL automatic seems like the logical choice,

What? I thought city driving was the reason people try to excuse their laziness.

dave"
3368,blueguydotcom,"June 2, 2005 5:31PM","I can't justify the price of the 330i when the G35 can get you OTD for 30,000, and the TL for about 34,000. Plus BMW dealers won't bargain.

Huh, that's just not true about bmw dealers being unwilling to haggle. furthermore, if you really want savings, get the 3 series via ED. 4-5k off msrp. An e90 330i outfitted with leather, sport, metallica paint is about 35k before 1k dealer profit."
3369,sid3,"June 2, 2005 7:07PM","I went for a test ride for both the G35 and the TL and found the TLl way more quieter than the Infiniti. I loved the interior of G35 and the price too.
The only deterrent was the noice level. It was just too much noice for the money.
I wanted a quiet car for all this money.

The dealer callled me today and mentioned that the car I did the test drive had a sports package fitted on it and that was the probable cause fro the noise. He has asked me to drive one with the standard option.

What do you suggest? Is it going to be any different that what I have experienced or is the sports package designed to hear the vrooooooommmmmmm....
Suggestions will be appreciated."
3370,lmacmil,"June 2, 2005 10:31PM","You should drive them back to back to get a good comparison. The audio memory is very short so if you drive them even a day apart, you might not be able to tell the difference. The sport package adds stiffer suspension but I'm not sure that it would change the exhaust note."
3371,jamesspot,"June 3, 2005 2:23PM","I drove all three (with automatics) on an autocross course last year. Here's my take:

G35: The muscle car of the bunch. Powerful, thirsty, noisier engine. The car the folks running the event told me after my lap to ""keep it down."" It will power slide in a heartbeat! Would be the fastest with a good driver who could maximize its engine potential. Enough interior room to scare 4 other people along with the driver.

TL: The luxury bargain of this class. Plowed in hard turns, but a comfortable ride and a roomy, luxurious, and quiet interior. The one for a highway road trip with 4 passengers. Fast enough to merge on ANY expressway, but not adept on a tight-turning course.

330i: I haven't driven the E90, yet, but the E46 platform was the balanced sport sedan. Faster for me on the track because of the smooth power, even braking, and outstanding handling. Made me look smooth going flat out. Best for a 2 person car with occasional rear seat passengers."
3372,ljwalters1,"June 3, 2005 2:25PM","I don't recall whether it was in this forum or the G35 forum, but I heard others complain about noise, and some posters said they should check the tire pressure before the test drive. Apparently, cars are shipped with higher than normal air pressure, and the dealerships often forget to let some air out of the tires. These posters blamed road noise and a harsher ride on this issue."
3373,esfoad,"June 3, 2005 3:05PM","You are right about tire pressure. My car was delivered with high air pressure. However, I don't understand why people here complain about the noise level of the G35. The growl of the engine is one of the nicest sounding factory systems on the planet"">link title. For me, it's one of the enticing features of the sport sedan. If you want quiet, buy an ES330 or an Avalon."
3374,laurasdada,"June 3, 2005 4:09PM",I actually enjoyed the engine growl when I tested the G35X. It was the wind and road noise that helped tip the scale in the TLs favor for me.
3375,blueguydotcom,"June 3, 2005 4:55PM","For me, it's one of the enticing features of the sport sedan. If you want quiet, buy an ES330 or an Avalon.

My 330i with performance package will growl at WOT but at a steady 80-90 the car's engine and exhaust is quiet. Additionally, the engine noise is nice and sounds like something impressive is happening under the hood. In the G35 I felt the engine was abraisive, uneven and transmitted lots of NVH. Above 4k the engine made a terrible racket and the tranny sent way too much garbage through my arm - like driving an old american 4 cylinder."
3376,esfoad,"June 3, 2005 5:19PM","I never tested the 330i so I can't report on it, but I did extensive tests between the TL and the G35X. I didn't notice a large difference in NVH between the two. The engine is defenitely louder in the G35X. I guess I was swayed some by the all wheel drive in the G35X. Also, my car is an automatic so the shifter vibration is a non issue."
3377,blueguydotcom,"June 3, 2005 11:15PM","IS350RWD
http://www.lexus.ca/lexus/experience/en/home/vehicles/specs/BE262T2006/specs_features.jsp?- - model=BE262T&year=2006


310 hp? 280 lb-ft of torque? Could be the a rocket. But how will it handle?"
3378,draknad,"June 3, 2005 11:18PM","I was wondering. It looks like BMW has a very weak engine (2.5) for
the same price (30,000) G35, CTS, or anything.
What is the great deal about: 2.5L 184hp, 175lb. (2005 model) ??
This power seems extremely weak, almost volkswagen jetta power.
Is the ride really that good, worth 30K?
I'm thinking about G35, CTS vs 325, around 30K
Thanks in advance.

-thedrak"
3379,blueguydotcom,"June 3, 2005 11:36PM","I was wondering. It looks like BMW has a very weak engine (2.5) for
the same price (30,000) G35, CTS, or anything.
What is the great deal about: 2.5L 184hp, 175lb. (2005 model) ??

Jump to the e90 and get 215 hp then.

This power seems extremely weak, almost volkswagen jetta power.
Is the ride really that good, worth 30K?
I'm thinking about G35, CTS vs 325, around 30K
Thanks in advance.

Drive them. It's in the drive. Stat wise an 05 G35 6MT with 298 hp should motor past the 05 330i performance package. In reality BMW's 235 hp 3.0 gets the job done and seems to match a car with 60+ more hp. Voodoo?

BTW an 05 325i goes for about 5k below sticker right now. An 05 330i is 7-8k below sticker."
3380,kasperghost,"June 4, 2005 12:57AM","I never really understood it until I drove one. Yes it's HP is on the low side, but the gearing is lower. Read the Edmunds customer rating reviews...

Good luck in your search.

Look at the 06?"
3381,kdshapiro,"June 4, 2005 2:27AM","The BMW hallmark of driving is smoothness and predictability. Smoothness at any speed, predictable at all speeds."
3382,draknad,"June 4, 2005 2:28AM","I have not drivin one, but I think I will.
But I'm thinking, is it really worth 2X as much as a Jetta, with the same power.
Or, I'm thinking, test drive vs owning is different. Plus I really don't think
a BMW will drive/feel that much better then a G35, CTS.
30K can get 400 hp, 300 hp, at least > 200 hp and luxury as well.
Since we are speaking performance, I have to really drive to see
if 184hp is really worth the $30K
performance/value vs 300hp or 250hp
Interesting.
Thanks.

-thedrak

actually, now that I think about it
184hp for $30K performance,
sounds silly, almost Ludicrous"
3383,kdshapiro,"June 4, 2005 4:07AM","The drive of the G35 is unrefined compared to the 3 series. 298 hp does not equal superior handling over the BMW. But this of course does not mean one would not want a CTS, G35, TL, TSX etc over the 3 series. Then again some people chose the 325 over the G35, because they dig the better overall road feel and handling."
3384,cybersol,"June 4, 2005 4:29AM","310 hp? 280 lb-ft of torque? Could be the a rocket. But how will it handle?

Well, Lexus made the IS300 handle extremely well. So if they choose to, they can surely make it handle. With that sweet engine, hopefully they get the gearing down more than they did with the old IS300.

So at this point I am more concerned about two things with the new IS. Can they restrain the electronic nanny enough to make it fun? But most of all, even if they get everything right, what will they decide to charge? I fear Lexus has realized they have some brand cachet to bank on.

Enjoy, cybersol"
3385,equan,"June 4, 2005 7:27AM","Not adding much but my 2¢.
I agree with the posting #3496 (jamesspot) and with the concerns of posting #3934 (sid3). IMO the G35 handles very well, and comparing the price and reliability issues to a 330i, I was seriously considering one. However, when testing it out, I found the noise level unacceptable (for me) and would never buy it on that issue alone - I'm not a twenty year old. The TL is just as jamesspot reviewed - he described my brother's driving style perfectly. My brother is a retired banker and he loves the car. I recently purchased a CPO 330Cic for my wife - she loves the convertible. I'm looking forward to testing out the IS250/350. I liked the IS300 performance/handling a lot but it was a little small and boy racer for me. If the new one handles close to the BMW and with a competitive price, I'd sell my 540iA for one.
Regardless, all these cars are great - we're fortunate to have so much choice."
3386,kdshapiro,"June 4, 2005 1:33PM","Why has BMW resisted going to a 3.5 liter engine? The numbers from BMWs new engines are impressive, but the competition is moving up to 3.5 liters.

Some thoughts:

1. They are trying to keep the power in the engines commesurate with the overall line up and the introduction of a 3.5L would throw everything off.

2. They want their gas guzzlers to be the big 8 cylinder engines. Comparing the 3.5L in the G35 to the old 3L in the E46, a friend who has a simliar commute as me gets 17 mpg, where I get 24. One can't have it both ways. A bigger engine that is thrifty on gas, but long on performance, unless they play with the gearing. One can probably expect real-world numbers to be in-line with the G35.

3. The heavier engine throws off the delicate balance of the car.

4. A 3.5 engine would not substantially make the car faster. People who post in the forums constantly say the G35 feels much faster than the 330i, but the stats as quoted in the magazines over the years don't really bear that out."
3387,kasperghost,"June 4, 2005 4:09PM","Kd- good points, and...

I think part of the engine size/power has to do with an auto makers philosophy. Ford, BMW and Honda all seem to subscribe to ""Selling well, don't change it."" For years, Ford's top selling Explorer sported a massive 160 hp and a stump pullin' 160(?) lbs. of torque, 4 ltr. engine. It sold well, why change it? In general, the big three tend to follow this model with Ford being the most conservative. Honda is another example. I think that BMW follows this as well.

Also, why do we need more and more? These automakers have all done well with the ""We don't need more (fill in the blank) to compete"" philosophy. They take what they have and refine and polish. When we bought our Pathfinder, we looked at the Explorer and liked a lot of the features; many of them very simple like the ability to fold the rear seats without taking the headrests off. Our Accord is a much more thought out car than our Pathfinder. I'll be sad to see it go."
3388,lmacmil,"June 4, 2005 5:32PM","""Why has BMW resisted going to a 3.5 liter engine? The numbers from BMWs new engines are impressive, but the competition is moving up to 3.5 liters.""

Other than the G35, who else in this class has a 3.5 liter engine? TL is at 3.2, A4 is 1.8 to 3.0, Lexus ES is 3.3, Mercedes C-class is 2.4-3.2. Now that they've tweaked the 3 liter to 255 hp, why bother with another configuration?

I think the G35 is geared lower than most of the competition, which is how it gets its slight acceleration advantage but fuel economy suffers. If you look at the road test stats, the G is turned at lot higher rpm than most of the competition at highway speeds."
3389,shipo,"June 4, 2005 6:32PM","""Other than the G35, who else in this class has a 3.5 liter engine? TL is at 3.2, A4 is 1.8 to 3.0, Lexus ES is 3.3, Mercedes C-class is 2.4-3.2.""

Well, not quite. The new C and E Class Mercedes are available with a 3.5 liter V6, and the new Lexus IS is going to be available with either a 2.5 liter or a 3.5 liter V6.

Best Regards,
Shipo"
3390,draknad,"June 4, 2005 8:41PM","BMW has always been way behind in engine power.
But for some reason, everyone seems to ignore the weak engine, overpriced facts.
Perhaps magazine numbers show BMW's with descent acceleration, but
184 hp, 225hp is still < (300hp or 255hp).
but both cost $30,000.
I think BMW's have been overhyped, especially by all magazine reviews.
Does a BMW really peform/feel better then a more powerful G35?
I don't think so.
horsepower is part of performance, and BMW's have been way weak for
a long time, that's a fact.
if anyone's looked at hp numbers, BMW 3's have been under 200hp for years.
(3 years ago, 330 finally made it above 200hp)
$30,000 for < 200hp...??

CTS 3.6L 255hp."
